########

## 	Model: GRRU with N=490

########

500	2.003043	0.183093	0.277335
1000	1.767446	0.238155	0.300540
1500	1.631802	0.240965	0.300540
2000	1.548061	0.261690	0.321931
2500	1.491258	0.284476	0.381264
3000	1.437370	0.265502	0.381820
3688	1.405076	0.341668	0.381820
4188	1.374158	0.277881	0.383788
4688	1.344689	0.292215	0.383788
5188	1.328794	0.312503	0.383788
5688	1.313122	0.312542	0.383788
6188	1.296668	0.260498	0.400981
6876	1.291642	0.396821	0.400981
7376	1.288024	0.268978	0.400981
7876	1.267667	0.281402	0.400981
8376	1.258289	0.298573	0.400981
8876	1.253246	0.288210	0.400981
9376	1.243062	0.272475	0.400981
10064	1.250172	0.329234	0.400981
10564	1.233270	0.242329	0.400981
11064	1.230597	0.259207	0.400981
11564	1.223518	0.266245	0.400981
12064	1.227313	0.268802	0.406862
12564	1.220453	0.239490	0.406862
13252	1.216910	0.241960	0.406862
13752	1.216221	0.238364	0.406862
14252	1.207869	0.232290	0.406862
14752	1.209172	0.237468	0.406862
15252	1.208165	0.238032	0.406862
15752	1.203320	0.238141	0.406862
16440	1.207739	0.266138	0.406862
16940	1.199289	0.219619	0.423007
17440	1.193880	0.227469	0.423007
17940	1.250739	0.214122	0.423007
18440	1.192316	0.250726	0.423007
18940	1.191631	0.227374	0.424355
19628	1.187938	0.223972	0.424355
20128	1.187630	0.200645	0.424355
20628	1.188619	0.223379	0.424355
21128	1.179937	0.216852	0.424355
21628	1.181399	0.235906	0.445178
22128	1.207512	0.207700	0.445178
22816	1.182379	0.227430	0.445178
23316	1.178980	0.206292	0.445178
23816	1.176643	0.222164	0.445178
24316	1.171404	0.217798	0.445178
24816	1.175598	0.214952	0.445178
25316	1.172195	0.212531	0.445178
26004	1.325469	0.208890	0.445178
26504	1.173381	0.192700	0.445178
27004	1.166657	0.205093	0.445178
27504	1.163410	0.211837	0.445178
28004	1.168119	0.207020	0.445178
28504	1.162432	0.202667	0.445178
29192	1.179087	0.191816	0.445178
29692	1.235786	0.175102	0.445178
30192	1.163882	0.208726	0.445178
30692	1.156132	0.198018	0.445178
31192	1.164128	0.217216	0.445178
31692	1.166179	0.204112	0.445178
32380	1.164041	0.199054	0.445178
32880	1.179486	0.172702	0.445178
33380	1.155655	0.203894	0.445178
33880	1.157684	0.197019	0.445178
34380	1.167757	0.202163	0.445178
34880	1.161858	0.200657	0.445178
35568	1.158712	0.197776	0.445178
36068	1.156645	0.173628	0.445178
36568	1.179224	0.185653	0.445178
37068	1.151510	0.187320	0.445178
37568	1.239245	0.209844	0.445178
38068	1.154599	0.194442	0.445178
38756	1.158760	0.197966	0.445178
39256	1.162034	0.168952	0.445178
39756	1.149831	0.193285	0.445178
40256	1.148176	0.190491	0.445178
40756	1.151451	0.185460	0.445178
41256	1.152600	0.187775	0.445178
41944	1.153560	0.190622	0.445178
42444	1.148528	0.165079	0.445178
42944	1.148466	0.182860	0.445178
43444	1.144907	0.177512	0.445178
43944	1.149556	0.188292	0.445178
44444	1.139731	0.175650	0.445178
45132	1.147234	0.187487	0.445178
45632	1.148322	0.167150	0.445178
46132	1.144726	0.179799	0.445178
46632	1.143260	0.174214	0.445178
47132	1.149362	0.183303	0.445178
47632	1.145403	0.181216	0.445178
48320	1.152384	0.186582	0.445178
48820	1.356036	0.166789	0.445178
49320	1.142759	0.175583	0.445178
49820	1.147240	0.177840	0.445178
50320	1.149010	0.181363	0.445178
50820	1.154479	0.180964	0.445178
51508	1.154505	0.183717	0.445178
52008	1.143006	0.151591	0.445178
52508	1.143367	0.176690	0.445178
53008	1.137015	0.170449	0.445178
53508	1.200753	0.176811	0.445178
54008	1.142458	0.173161	0.445178
54696	1.417436	0.184412	0.445178
55196	1.139753	0.154750	0.445178
55696	1.141351	0.177468	0.445178
56196	1.136088	0.171111	0.445178
56696	1.141057	0.170303	0.445178
57196	1.210861	0.148608	0.445178
57884	1.142950	0.179795	0.445178
58384	1.138347	0.151331	0.445178
58884	1.137894	0.174870	0.445178
59384	1.139806	0.177044	0.445178
59884	1.140626	0.165714	0.445178
60384	1.237660	0.169560	0.445178
61072	1.140991	0.177564	0.445178
61572	1.138205	0.152326	0.445178
62072	1.133782	0.169417	0.445178
62572	1.137858	0.165755	0.445178
63072	1.136562	0.164027	0.445178
63572	1.420458	0.165288	0.445178
64260	1.148128	0.173927	0.445178
64760	1.132748	0.147122	0.445178
65260	1.134107	0.174969	0.445178
65760	1.135238	0.169033	0.445178
66260	1.129683	0.163432	0.445178
66760	1.133981	0.160668	0.445178
67448	1.140040	0.172340	0.445178
67948	1.145252	0.137913	0.445178
68448	1.135122	0.168391	0.445178
68948	1.132221	0.162152	0.445178
69448	1.136119	0.162451	0.445178
69948	1.133881	0.163279	0.445178
70636	1.136934	0.162492	0.445178
71136	1.137707	0.150384	0.445178
71636	1.132625	0.165206	0.445178
72136	1.135469	0.159702	0.445178
72636	1.135999	0.163428	0.445178
73136	1.335107	0.149805	0.445178
73824	1.135332	0.164458	0.445178
74324	1.125248	0.145924	0.445178
74824	1.130931	0.163664	0.445178
75324	1.133158	0.162971	0.445178
75824	1.149549	0.152143	0.445178
76324	1.131808	0.153513	0.445178
77012	1.132484	0.160715	0.445178
77512	1.130321	0.145124	0.445178
78012	1.130728	0.161805	0.445178
78512	1.129782	0.157521	0.445178
79012	1.126704	0.153723	0.445178
79512	1.130045	0.149540	0.445178
80200	1.137178	0.158590	0.445178
80700	1.133890	0.143542	0.445178
81200	1.129767	0.156114	0.445178
81700	1.129863	0.151739	0.445178
82200	1.129465	0.150281	0.445178
82700	1.130041	0.144622	0.445178
83388	1.131542	0.156262	0.445178
83888	1.128340	0.138670	0.445178
84388	1.129101	0.156871	0.445178
84888	1.130345	0.156352	0.445178
85388	1.130128	0.150828	0.445178
85888	1.133449	0.147708	0.445178
86576	1.133101	0.149261	0.445178
87076	1.128390	0.139737	0.445178
87576	1.130131	0.151679	0.445178
88076	1.135612	0.144903	0.445178
88576	1.172004	0.146003	0.445178
89076	1.130617	0.143278	0.445178
89764	1.129880	0.151426	0.445178
90264	1.134194	0.140116	0.445178
90764	1.128355	0.149026	0.445178
91264	1.133898	0.140511	0.445178
91764	1.128232	0.142234	0.445178
92264	1.128812	0.141987	0.445178
92952	1.129109	0.152403	0.445178
93452	1.128262	0.138490	0.445178
93952	1.125379	0.145658	0.445178
94452	1.130094	0.144748	0.445178
94952	1.126213	0.140845	0.445178
95452	1.130592	0.142523	0.445178
96140	1.129818	0.148995	0.445178
96640	1.127843	0.136247	0.445178
97140	1.124559	0.142075	0.445178
97640	1.153852	0.151453	0.445178
98140	1.127902	0.141154	0.445178
98640	1.125094	0.137846	0.445178
99328	1.124267	0.145081	0.445178
99828	1.141374	0.125596	0.445178
100328	1.124119	0.142175	0.445178
100828	1.125705	0.140612	0.445178
101328	1.126898	0.139786	0.445178
101828	1.124281	0.135504	0.445178
102516	1.127185	0.140050	0.445178
103016	1.132120	0.134262	0.445178
103516	1.131427	0.143094	0.445178
104016	1.125145	0.136031	0.445178
104516	1.125555	0.136035	0.445178
105016	1.136138	0.136506	0.445178
105704	1.128210	0.140336	0.445178
106204	1.128360	0.133863	0.445178
106704	1.124685	0.140657	0.445178
107204	1.125867	0.132543	0.445178
107704	1.121816	0.134679	0.445178
108204	1.127397	0.136541	0.445178
108892	1.125763	0.135060	0.445178
109392	1.128196	0.128197	0.445178
109892	1.124211	0.138521	0.445178
110392	1.251187	0.141537	0.445178
110892	1.122452	0.134632	0.445178
111392	1.124040	0.133060	0.445178
112080	1.224846	0.147969	0.445178
112580	1.125853	0.129370	0.445178
113080	1.121304	0.134227	0.445178
113580	1.125562	0.134915	0.445178
114080	1.122753	0.130955	0.445178
114580	1.126137	0.131673	0.445178
115268	1.134564	0.138791	0.445178
115768	1.133397	0.127870	0.445178
116268	1.125599	0.135739	0.445178
116768	1.122474	0.130739	0.445178
117268	1.123547	0.132308	0.445178
117768	1.121304	0.129728	0.445178
118456	1.142910	0.139987	0.445178
118956	1.127132	0.124842	0.445178
119456	1.119876	0.136399	0.445178
119956	1.126738	0.129753	0.445178
120456	1.124051	0.130953	0.445178
120956	1.122265	0.133631	0.445178
121644	1.135463	0.134536	0.445178
122144	1.131451	0.124120	0.445178
122644	1.127158	0.133081	0.445178
123144	1.134266	0.123325	0.445178
123644	1.119542	0.128358	0.445178
124144	1.122538	0.129313	0.445178
124832	1.126920	0.132795	0.445178
125332	1.126497	0.123949	0.445178
125832	1.122500	0.130042	0.445178
126332	1.121209	0.126213	0.445178
126832	1.121081	0.127035	0.445178
127332	1.122782	0.124838	0.445178
Test result: 127520	1.089128
The maximal norms: 0.445178 0.125777
